text,anger,fear,joy,sadness
Don't wanna go to work but I want the money ,0.0,0.0,0.0,0.5
Don't wanna go to work but I want the money #sad,0.0,0.0,0.0,0.729
Don't wanna really go out but I can't say no. Deffo have a fear of missing out,0.0,0.708,0.0,0.0
Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,0.0,0.604,0.0,0.0
Drop Snapchat names #bored  #swap #pics,0.188,0.0,0.0,0.0
Drop Snapchat names #bored #snap #swap #pics,0.5,0.0,0.0,0.0
Drop every fear...,0.0,0.333,0.0,0.0
Dylon felt dejected. He has a dejected aunt!,0.0,0.0,0.0,0.562
ESPN just assumed I wanted their free magazines ,0.271,0.0,0.0,0.0
ESPN just assumed I wanted their free magazines #offended,0.542,0.0,0.0,0.0
Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,0.0,0.0,0.212,0.0
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",0.0,0.0,0.0,0.563
Egyptian officials expressed frustration and outrage over the Obama/Hillary administrationâ€™s support of the Muslim Brotherhood,0.579,0.0,0.0,0.0
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",0.0,0.0,0.604,0.0
Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,0.0,0.208,0.0,0.0
"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HERðŸ˜©",0.146,0.0,0.0,0.0
Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,0.0,0.208,0.0,0.0
"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",0.0,0.5,0.0,0.0
Even a pencilâœ never #stayed  with me until it's #end âš« ðŸ˜ž,0.0,0.0,0.0,0.667
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",0.0,0.688,0.0,0.0
Evening all. Don't forget it's #RobinHoodHour TONIGHT ðŸ¹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,0.0,0.0,0.438,0.0
"Ever been really lonely and your phone keeps blowing up, but you just canâ€™t pick it up and respond to people? #anxiety #recluse  #issues",0.0,0.893,0.0,0.0
Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,0.625,0.0,0.0,0.0
Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,0.646,0.0,0.0,0.0
Every single problem we ever face can be solved with a nice blend patience and optimism,0.0,0.0,0.521,0.0
Every year I go to universal studios to horror nights as a 3rd wheel lol ðŸ˜ŠðŸ˜‚,0.0,0.25,0.0,0.0
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,0.0,0.562,0.0,0.0
"Everything is far away because time is short, no rest for the weary.",0.0,0.0,0.0,0.521
Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor  #life #quote,0.0,0.271,0.0,0.0
Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,0.0,0.271,0.0,0.0
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",0.0,0.229,0.0,0.0
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",0.0,0.271,0.0,0.0
Excited and nervous for Tuesday,0.0,0.542,0.0,0.0
Extreme sadness,0.0,0.0,0.0,0.917
Fake people irritate me,0.562,0.0,0.0,0.0
"False alarm, she's not coming out today ðŸ˜ž",0.0,0.521,0.0,0.0
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,0.0,0.479,0.0,0.0
"Fear blocks blessings, faith unlocks them. #ManUp  #faith",0.0,0.229,0.0,0.0
"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",0.0,0.388,0.0,0.0
Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ,0.0,0.0,0.269,0.0
Feel so grim + ugly atm,0.0,0.0,0.0,0.896
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k #apprehension?,0.0,0.604,0.0,0.0
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k ?,0.0,0.833,0.0,0.0
Feeling worthless as always ,0.0,0.0,0.0,0.958
Feeling worthless as always #depression,0.0,0.0,0.0,0.958
Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......,0.0,0.0,0.14,0.0
Feels grim not having your nails done,0.0,0.0,0.0,0.542
Fellaini has been playing ahead of this guy...just let that sink in,0.0,0.0,0.0,0.375
Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,0.0,0.292,0.0,0.0
Ffs dreadful defending,0.0,0.0,0.0,0.5
Final night shift coming up.  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night,0.0,0.0,0.333,0.0
Finally made my #fury #warrior guide. Let me know your thoughts,0.375,0.0,0.0,0.0
Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,0.438,0.0,0.0,0.0
Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,0.0,0.0,0.0,0.521
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. ,0.0,0.0,0.56,0.0
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,0.0,0.0,0.56,0.0
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,0.0,0.0,0.0,0.583
First day of college feeling nervous,0.0,0.865,0.0,0.0
First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,0.0,0.0,0.0,0.333
Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston,0.0,0.0,0.0,0.417
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,0.0,0.0,0.0,0.375
Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,0.292,0.0,0.0,0.0
Focusing primarily on the person youâ€™re talking to rather than yourself and the impression youâ€™re making lessens social anxiety.,0.0,0.521,0.0,0.0
Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look â€¦,0.0,0.0,0.354,0.0
Follow me on Snapchat ðŸ‘» Carlabtst15 #snapchat ,0.188,0.0,0.0,0.0
Follow me on Snapchat ðŸ‘» Carlabtst15 #snapchat #snap,0.167,0.0,0.0,0.0
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,0.0,0.396,0.0,0.0
Follow up. Follow through. Be #relentless. #success,0.125,0.0,0.0,0.0
Follow up. Follow through. Be . #success,0.125,0.0,0.0,0.0
Food that gets delivered ðŸ˜ðŸ™ŒðŸ»  ,0.0,0.0,0.729,0.0
Food that gets delivered ðŸ˜ðŸ™ŒðŸ» #cheering #happy,0.0,0.0,0.827,0.0
For a moment I found myself smiling,0.0,0.0,0.54,0.0
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",0.0,0.398,0.0,0.542
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,0.0,0.438,0.0,0.0
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,0.0,0.42,0.0,0.0
For those of you who I have footage of but didnâ€™t make it into this mixâ€”donâ€™t get discouraged! I ran out of room on the beat this week.,0.0,0.0,0.0,0.312
Forever angry that gh ruined Molly and morgan's bond/friendship ,0.521,0.0,0.0,0.0
Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,0.625,0.0,0.0,0.0
Forgot to eat dinner and now I'm furious with everything and everyone,0.646,0.0,0.0,0.0
Forgot to plug the phone in overnight ,0.0,0.396,0.0,0.0
Forgot to plug the phone in overnight #nightmare,0.0,0.542,0.0,0.0
Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,0.0,0.604,0.0,0.0
Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide,0.0,0.375,0.0,0.0
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,0.0,0.0,0.0,0.188
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,0.0,0.0,0.0,0.688
"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",0.0,0.604,0.0,0.0
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",0.0,0.0,0.0,0.354
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",0.0,0.0,0.0,0.583
"Fuck being shy, I'm trying to be up in them thighs.",0.0,0.354,0.0,0.0
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",0.0,0.0,0.0,0.729
Fuking fuming ðŸ˜¤,0.854,0.0,0.0,0.0
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ,0.208,0.0,0.0,0.0
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,0.354,0.0,0.0,0.0
"GKN so lively as well, mad quick",0.0,0.0,0.32,0.0
GUY was such a video I'm shaking @ladygaga,0.0,0.375,0.0,0.0
Gaaaaaaaad! Should have stayed in London!,0.0,0.0,0.0,0.562
Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed,0.0,0.0,0.22,0.0
Georgia Tech's Secondary is as soft as a marshmallow. ,0.0,0.125,0.0,0.0
Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,0.0,0.583,0.0,0.0
Get to work and there's a fire drill. #fire  #outthere #inthedark,0.479,0.0,0.0,0.0
Get to work and there's a fire drill. #fire #burning #outthere #inthedark,0.479,0.0,0.0,0.0
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,0.0,0.0,0.667,0.0
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! ,0.0,0.0,0.812,0.0
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,0.0,0.0,0.846,0.0
Getting terrible download speeds for fifa smh.,0.0,0.354,0.0,0.0
Girls irritate me so much lol,0.527,0.0,0.0,0.0
Girls with hairy arms scare me,0.0,0.625,0.0,0.0
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',0.0,0.0,0.2,0.0
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,0.0,0.0,0.375,0.0
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,0.0,0.0,0.604,0.0
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,0.0,0.0,0.62,0.0
"God just replaced my sadness with laughter, can't go the whole day sad ...",0.0,0.0,0.615,0.0
God we need a new goal keeper! Theyâ€™re both horrific.,0.0,0.521,0.0,0.0
"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single appleâ€“n yet proud of our ancestry?â¤ï¸ðŸ—¿",0.0,0.0,0.0,0.271
Going home is depressing,0.0,0.0,0.0,0.896
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting,0.0,0.292,0.0,0.0
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,0.0,0.5,0.0,0.0
Gonna be a loooooong year as a Browns fan. Longer than normal and that's ,0.0,0.0,0.0,0.375
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,0.0,0.0,0.0,0.604
Gonna get some acupuncture today for all my damn anxiety ðŸ™ƒðŸ¤•,0.0,0.854,0.0,0.0
Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,0.0,0.271,0.0,0.0
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed ðŸŒ¹ðŸðŸŒ“â˜¯ï¸ #theBeautyofBalance,0.0,0.0,0.0,0.167
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,0.0,0.0,0.72,0.0
Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,0.0,0.0,0.833,0.0
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,0.0,0.0,0.0,0.754
"Good morning, Trondheim! #optimism #productivity â›…ï¸â¤ï¸ðŸ‡³ðŸ‡´ðŸ¢ðŸ’»ðŸ–¥ðŸ‹ðŸ»ðŸ’ªðŸ¼ðŸ“ºðŸ¿",0.0,0.0,0.771,0.0
"Good night, Twitter world! Wish you all good sleep / productive jovial days! :)",0.0,0.0,0.731,0.0
Good start to the day I forgot to set my #alarm just as well it's #Friday ðŸ˜†,0.0,0.396,0.0,0.0
Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,0.0,0.0,0.0,0.521
Got to be up in 4 hours to go back to work #cantsleep #excited ,0.0,0.375,0.0,0.0
Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,0.0,0.7,0.0,0.0
Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,0.0,0.0,0.521,0.0
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,0.375,0.0,0.0,0.0
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",0.396,0.0,0.0,0.0
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",0.167,0.0,0.0,0.0
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,0.0,0.75,0.0,0.0
Groom gloom.,0.0,0.0,0.0,0.766
Guy across from me in a really ugly suit cannot stop expressing his displeasure,0.5,0.0,0.0,0.0
Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,0.0,0.0,0.0,0.188
HMS Pinafore' time.\n\nI need some mirth.,0.0,0.0,0.312,0.0
"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",0.0,0.125,0.0,0.0
"Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' ðŸ™„. Then she goes to say the 49ers are",0.0,0.0,0.385,0.0
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' ðŸ˜³ðŸ˜³ #dark,0.0,0.0,0.0,0.312
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling,0.0,0.0,0.78,0.0
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling,0.0,0.0,0.833,0.0
"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",0.0,0.0,0.0,0.667
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",0.0,0.0,0.0,0.583
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,0.0,0.333,0.0,0.0
Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,0.625,0.0,0.0,0.0
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday ,0.0,0.0,0.25,0.0
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,0.0,0.0,0.25,0.0
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,0.0,0.396,0.0,0.0
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,0.0,0.312,0.0,0.0
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,0.0,0.0,0.0,0.167
Happiness is the best revenge,0.25,0.0,0.0,0.0
Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,0.0,0.0,0.792,0.0
Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,0.0,0.0,0.74,0.0
Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....,0.0,0.0,0.179,0.0
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,0.0,0.0,0.0,0.333
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,0.0,0.0,0.0,0.5
Hate being sober so I popped two,0.0,0.0,0.0,0.653
Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,0.0,0.0,0.0,0.667
Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,0.0,0.521,0.0,0.0
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,0.562,0.0,0.0,0.0
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,0.759,0.0,0.0,0.0
Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ ,0.0,0.542,0.0,0.0
Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ #restless,0.0,0.75,0.0,0.0
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on ðŸ˜·ðŸ˜·",0.0,0.0,0.0,0.604
Having holiday blues! #WantToGoBackToMinehead.,0.0,0.0,0.0,0.661
He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,0.0,0.0,0.42,0.0
He replied to my comments 4 times now i'm shaking omg,0.0,0.875,0.0,0.0
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",0.0,0.0,0.646,0.0
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,0.458,0.0,0.0,0.0
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,0.0,0.562,0.0,0.0
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,0.354,0.0,0.0,0.0
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,0.583,0.0,0.0,0.0
Heard of panic! At the disco? How about Kach-ing! at the ATM,0.0,0.438,0.0,0.0
Hell hath not fury like a hamstring cramp. #ouch,0.542,0.0,0.0,0.0
"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",0.0,0.0,0.0,0.263
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,0.0,0.417,0.0,0.604
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,0.0,0.0,0.0,0.375
"Hey @AppleSupport, would be nice to have â€œclick to pauseâ€ or â€œpause when window inactiveâ€ on animated GIFs for macOS Messages app",0.0,0.0,0.208,0.0
Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go,0.0,0.0,0.385,0.0
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,0.521,0.0,0.0,0.0
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,0.479,0.0,0.0,0.0
Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,0.0,0.438,0.0,0.0
Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,0.0,0.188,0.0,0.0
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",0.0,0.0,0.417,0.0
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",0.0,0.0,0.384,0.0
Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,0.0,0.0,0.0,0.417
History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,0.0,0.0,0.0,0.458
Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,0.312,0.0,0.0,0.0
"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget ðŸ™ðŸ¾",0.375,0.0,0.0,0.0
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,0.0,0.583,0.0,0.0
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,0.0,0.583,0.0,0.0
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,0.0,0.0,0.0,0.729
Honestly depression is kicking my ass lately.. ðŸ˜”,0.0,0.0,0.0,0.896
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday nightðŸ˜‚",0.0,0.0,0.0,0.208
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,0.0,0.521,0.0,0.562
"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",0.0,0.271,0.0,0.0
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",0.0,0.0,0.0,0.396
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,0.271,0.0,0.0,0.0
Houston might lose a coach tomorrow or by midnight. #yikes ?,0.312,0.0,0.0,0.0
How I Murdered Your Mother #SpookyTv ,0.0,0.342,0.0,0.0
How I Murdered Your Mother #SpookyTv #horror,0.0,0.625,0.0,0.0
How am I supposed to intimidate the freshman if half of them are taller than I am??,0.0,0.604,0.0,0.0
How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,0.0,0.0,0.0,0.479
How can America be so openly embracing racism. ,0.0,0.604,0.0,0.0
How can America be so openly embracing racism. #dismayed,0.0,0.604,0.0,0.0
"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",0.341,0.0,0.0,0.0
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",0.604,0.0,0.0,0.0
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,0.0,0.458,0.0,0.604
"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",0.0,0.0,0.0,0.541
How do u grieve someone who legally wasn't a person yet?,0.0,0.0,0.0,0.542
How do you ever stop being #afraid of someone that you live with,0.0,0.771,0.0,0.0
How had Matty Dawson not scored there!!!!! ,0.0,0.354,0.0,0.0
How had Matty Dawson not scored there!!!!! #terrible,0.0,0.375,0.0,0.0
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ðŸ˜³ðŸ˜³ðŸ˜³,0.0,0.271,0.0,0.0
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. ,0.875,0.0,0.0,0.0
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,0.833,0.0,0.0,0.0
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",0.0,0.292,0.0,0.0
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",0.0,0.38,0.0,0.0
How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,0.0,0.0,0.0,0.271
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,0.729,0.0,0.0,0.0
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,0.938,0.0,0.0,0.0
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",0.0,0.604,0.0,0.0
How was Natalie one of the top three favorites?! #toofaced and #bitter ðŸ™„,0.667,0.0,0.0,0.0
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",0.0,0.588,0.0,0.0
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",0.0,0.604,0.0,0.0
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,0.0,0.333,0.0,0.0
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,0.0,0.333,0.0,0.0
Huns are like a box of coffee revels ,0.0,0.229,0.0,0.0
Huns are like a box of coffee revels #horrible,0.0,0.333,0.0,0.0
I #love to #laugh and share #laughter as way to share #joy,0.0,0.0,0.854,0.0
I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,0.0,0.0,0.434,0.0
I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,0.0,0.562,0.0,0.0
I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,0.0,0.846,0.0,0.0
I absolutely love having an anxiety attack halfway through a family meal,0.0,0.729,0.0,0.0
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,0.0,0.0,0.0,0.167
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,0.0,0.0,0.0,0.271
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,0.0,0.479,0.0,0.0
"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",0.542,0.0,0.0,0.0
"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom",0.0,0.0,0.729,0.0
I am about to be a coward and I feel terrible. But I can't even face this ðŸ˜­,0.0,0.833,0.0,0.0
I am always ready to #smile.,0.0,0.0,0.654,0.0
I am always ready to .,0.0,0.0,0.407,0.0
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ðŸ•· will be sneaking up on me ,0.0,0.917,0.0,0.0
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ðŸ•· will be sneaking up on me #frightened,0.0,0.875,0.0,0.0
I am in #shock and #awe and the places my #toddler manages to get his dinner.,0.0,0.438,0.0,0.0
I am just so bitter today ðŸ˜,0.583,0.0,0.0,0.0
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing ðŸ“–ðŸ–‹,0.0,0.0,0.812,0.0
I am using twitter as a coping mechanism for raging out at this kid oops?,0.5,0.0,0.0,0.0
I aspire to have Val's self confidence and optimism tbh ðŸ‘ðŸ’– #GBBO,0.0,0.0,0.5,0.0
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,0.0,0.0,0.458,0.0
I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,0.375,0.0,0.0,0.0
