song_name,album,happy_sad,relationship,feelings_of_self,glass_half_full,stages,tempo,seriousness,future_prospects,feelings_of_male,togetherness,lyrics,spotify_uri,url,description
that's when,Fearless (Taylor's Version),-1,5,-3,0,2,0,0,2,2,1,"You said, ""I know""
 When I said, ""I need some time, need some space
 To think about all of this""
 And you watched me go
 And I knew my words were hard to hear
 And harder to ever take back
 
 And I said, ""When can I-I-I come back?""
 
 And you said, ""That's when
 When I wake up in the morning
 That's when, when it's sunny or stormin'
 Laughin', when I'm cryin'
 And that's when
 I'll be waitin' at the front gate
 That's when, when I see your face
 I'll let you in and, baby, that's when""
 
 Mmm, mm
 
 I said, ""I know""
 When you said, ""I did you wrong, made mistakes
 And put you through all of this"" (Through all of this)
 Then through the phone
 Came all your tears
 And I said, ""Leave those all in our past""
   
 And you said, ""When can I-I-I come back?""
 
 And I said, ""That's when
 When I wake up in the morning
 That's when, when it's sunny or stormin'
 Laughin', when I'm cryin'
 And that's when
 I'll be waitin' at the front gate
 That's when, when I see your face
 I'll let you in and, baby, that's when""
 
 And you said, ""Honestly
 When you were gone
 Did you ever think of me?""
 
 And I said, ""That's when
 When I woke up in the morning
 That's when it was sunny or stormin'
 Laughin', when I was cryin'
 And that's when
 You were waitin' at the front gate
 That's when, when I saw your face
 You let me in, and baby, that's when""
 (That's when)
 (When I woke up in the morning) Yeah
 (That's when it was sunny or stormin')
 When I'm laughin', when I'm cryin'
 (That's when I'll be waitin' at the front gate)
 That's when I miss you, that's when I want you
 (That's when, when I see your face)
 That's when I love you, that's when ",7eResoqEJJAVTkQYSqvO3P,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P,"The song describes a patient and forgiving love, where both parties have hurt each other but are willing to wait and reconcile, symbolized by meeting at the front gate, whenever the other is ready."
don't you,Fearless (Taylor's Version),-7,-4,-1,-3,-3,0,-1,-1,1,-3,"Hey, I knew I'd run into you somewhere
 It's been a while, I didn't mean to stare
 I heard she's nothin' like me
 I'm sure she'll make you happy
 
 But don't you
 Don't you smile at me and ask me how I've been
 Don't you say you've missed me if you don't want me again
 You don't know how much I feel I love you still
 So why don't you, don't you?
 
 Sometimes, I really wish that I could hate you
 I've tried, but that's just somethin' I can't do
 My heart knows what the truth is
 I swore I wouldn't do this
 
 But don't you
 Don't you smile at me and ask me how I've been
 Don't you say you've missed me if you don't want me again
 You don't know how much I feel I love you still
 So why don't you, don't you?
   
 So I'll walk out of here tonight
 Try to go on with my life
 And you can say we're still friends
 (But I don't wanna pretend)
 So if I see you again
 
 Don't you (Don't you)
 Don't you smile at me and ask me how I've been
 Don't you (Don't you) say you've missed me if you don't want me again
 You don't (You don't) know how much I feel I love you still
 So why don't you, don't you?
 
 Don't you ",-,-,"The song is about unsuccessfully trying to move on from a past love, as the speaker grapples with their persistent feelings despite knowing it's over and attempting to avoid their ex."
bye bye baby,Fearless (Taylor's Version),-5,-6,-1,-3,-1,0,-1,-2,0,-3,"It wasn't just like a movie
 The rain didn't soak through my clothes, down to my skin
 I'm drivin' away and I, I guess you could say
 This is the last time I'll drive this way again
 Lost in the gray and I try to grab at the fray
 'Cause I, I still love you, but I can't
 
 Bye, bye to everything I thought was on my side
 Bye, bye, baby
 I want you bad, but it's come down to nothing
 And all I have is your sympathy
 'Cause you took me home but you just couldn't keep me
 Bye, bye, baby
 Bye, bye, baby
 
 The picture frame is empty
 On the dresser, vacant just like me
 I see your writing on the dash
 Then back to your hesitation
 I was so sure of everything
 Everything I thought we'd always have
 Guess I never doubted it
 Then the here and the now floods in
 Feels like I'm becoming a part of your past
   
 Bye, bye to everything I thought was on my side
 Bye, bye, baby
 I want you bad, but it's come down to nothing
 And all I have is your sympathy
 'Cause you took me home but you just couldn't keep me
 Bye, bye, baby
 
 And there's so much that I can't touch
 You're all I want, but it's not enough this time
 And all the pages are just slipping through my hands
 And I'm so scared of how this ends
 
 Bye, bye to everything I thought was on my side
 Bye, bye, baby
 I want you bad, but it's come down to nothing
 And all I have is your sympathy
 'Cause you took me home but you just couldn't keep me
 
 Bye, bye to everything I thought was on my side
 Bye, bye, baby
 I want you bad, but it's come down to nothing
 And all I have is your sympathy
 'Cause you took me home but you just couldn't keep me
 Oh, you took me home, I thought you were gonna keep me
 Bye, bye, baby
 Bye, bye, baby ",4qUijfYU8EoIWiY6oSyrgT,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT,"The song is about a failed relationship, where the speaker is saying goodbye to what they thought they had, realizing it's over and they can't go back, despite still having feelings and wanting more."
message in a bottle,Red (Taylor's Version),5,-3,0,2,1,2,0,0,0,-3,"I know that you like me
 And it's kinda frightenin' standin' here waitin', waitin'
 And I became hypnotized
 By freckles and bright eyes, tongue-tied
 
 But now, you're so far away and I'm down
 Feelin' like a face in the crowd
 I'm reachin' for you, terrified
 
 'Cause you could be the one that I love
 I could be the one that you dream of
 A message in a bottle is all I can do
 Standin' here, hopin' it gets to you
 You could be the one that I keep, and I
 I could be the reason you can't sleep at night
 A mеssage in a bottle is all I can do
 Standin' herе, hopin' it gets to you
 
 These days I'm restless
 Workdays are endless, look how you made me, made me
 But time moves faster
 Replayin' your laughter, disaster
   
 'Cause now, you're so far away and I'm down
 Feelin' like a face in the crowd
 I'm reachin' for you, terrified, 'cause
 
 'Cause you could be the one that I love
 I could be the one that you dream of
 A message in a bottle is all I can do
 Standin' here, hopin' it gets to you (It gets to you)
 You could be the one that I keep, and I (Ah)
 I could be the reason you can't sleep at night (At)
 A message in a bottle is all I can do
 Standin' here, hopin' it gets to you
 
 How is it in London? (London)
 Where were you while I'm wonderin' (Wonderin')
 If I'll ever see you again?
 You could be the one that I love, mm-mm
 And now I'm standin' here, hopin' it gets to you
 
 'Cause you could be the one that I love (Yeah, yeah)
 I could be the one that you dream of (Of)
 A message in a bottle is all I can do
 Standin' here, hopin' it gets to you (It gets to you)
 You could be the one that I keep, and I
 I could be the reason you can't sleep at night (I can't sleep at night)
 A message in a bottle is all I can do (Yeah, yeah)
 Standin' here, hopin' it gets to you (Yeah, yeah)
 (Love) You could be the one that I love
 (Love) You could be the one that I love
 (Love) My love
 And now I'm standin' here, hopin' this gets to you ",3z6XUommYDWPHeFhmhhT6j,https://open.spotify.com/track/3z6XUommYDWPHeFhmhhT6j,"The song depicts a strong attraction and longing for someone, comparing their feelings to a message in a bottle, hoping it reaches the other person, despite distance and uncertainty."
i bet you think about me,Red (Taylor's Version),1,-10,2,-3,0,2,-2,-2,-3,-3,"3 AM and I'm still awake, I'll bet you're just fine
 Fast asleep in your city that's better than mine
 And the girl in your bed has a fine pedigree
 And I'll bet your friends tell you she's better than me, huh
 
 Well, I tried to fit in with your upper-crust circles
 Yeah, they let me sit in back when we were in love
 Oh, they sit around talkin' about the meaning of life
 And the book that just saved 'em that I hadn't heard of
 
 But now that we're done and it's over
 I bet you couldn't believe
 When you realized I'm harder to forget than I was to leave
 And I bet you think about me
 
 You grew up in a silver-spoon gated community
 Glamorous, shiny, bright Beverly Hills
 I was raised on a farm, no, it wasn't a mansion
 Just livin' room dancin' and kitchen table bills
 
 But you know what they say, you can't help who you fall for
 And you and I fell like an early spring snow
 But reality crept in, you said we're too different
 You laughed at my dreams, rolled your eyes at my jokes
   
 Mr. Superior Thinkin'
 Do you have all the space that you need?
 I don't have to be your shrink to know that you'll never be happy
 And I bet you think about me
 
 I bet you think about me, yes
 I bet you think about me
 
 Oh, block it all out
 The voices so loud, sayin'
 ""Why did you let her go?""
 Does it make you feel sad
 That the love that you're lookin' for
 Is the love that you had?
 
 Now you're out in the world, searchin' for your soul
 Scared not to be hip, scared to get old
 Chasing make-believe status, last time you felt free
 Was when none of that shit mattered 'cause you were with me
 
 But now that we're done and it's over
 I bet it's hard to believe
 But it turned out I'm harder to forget than I was to leave
 And, yeah, I bet you think about me
 I bet you think about me, yes
 I bet you think about me
 
 I bet you think about me when you're out
 At your cool indie music concerts every week
 I bet you think about me in your house
 With your organic shoes and your million-dollar couch
 I bet you think about me when you say
 ""Oh my god, she's insane, she wrote a song about me""
 I bet you think about me ",4CkgMiMqZ5JzW9iYXSTMTL,https://open.spotify.com/track/4CkgMiMqZ5JzW9iYXSTMTL,"The song portrays a reflection on a past relationship, where the speaker addresses her ex, mentioning their contrasting lifestyles and expressing that, despite moving on, she is harder to forget than her ex might have anticipated."
forever winter,Red (Taylor's Version),4,8,-1,0,3,2,2,2,1,3,"He says he doesn't believe anything much he hears these days
 He says, ""Why fall in love, just so you can watch it go away?""
 He spends most of his nights wishing it was how it used to be
 He spends most of his flights getting pulled down by gravity
 
 I call, just checkin' up on him
 He's up, 3AM, pacin'
 He says, ""It's not just a phase I'm in""
 My voice comes out beggin'
 
 All this time, I didn't know
 You were breakin' down
 I'd fall to pieces on the floor
 If you weren't around
 Too young to know it gets better
 I'll be summer sun for you forever
 Forever winter if you go
 
 He seems fine most of the time, forcing smiles and never minds
 His laugh is a symphony, when the lights go out, it's hard to breathe
 I pull at every thread trying to solve the puzzles in his head
 Live my life scared to death he'll decide to leave instead
   
 I call, just checkin' up on him
 He's up, 5AM, wasted
 Long gone, not even listening
 My voice comes out screamin'
 
 All this time, I didn't know
 You were breakin' down
 I'd fall to pieces on the floor
 If you weren't around
 Too young to know it gets better
 I'll be summer sun for you forever
 Forever winter if you go
 
 If I was standing there in your apartment
 I'd take that bomb in your head and disarm it
 I'd say, ""I love you even at your darkest and
 Please, don't go""
 
 I didn't know
 You were breakin' down
 I'd fall to pieces on the floor
 If you weren't around
 Too young to know it gets better
 I'll be summer sun for you forever
 Forever winter if you go
 (Ooh, ooh, ooh)
 I'll be your summer sun forever
 (Ooh, ooh, ooh) At 3AM, pacin'
 All this time, I didn't know
 (Ooh, ooh, ooh) At 5AM, wasted
 I'd be in pieces on the floor
 Forever winter if you go
 
 He says he doesn't believe anything much he hears these days
 I say, ""Believe in one thing, I won't go away"" ",3oGVx9RBmiYGv5ZCecWLkx,https://open.spotify.com/track/3oGVx9RBmiYGv5ZCecWLkx,"Taylor Swift's Soon You'll Get Better is a poignant song about supporting a loved one going through a difficult time, acknowledging their pain, and expressing the unwavering commitment to stand by them, hoping for their recovery and return to happiness."
run,Red (Taylor's Version),6,9,2,1,1,2,2,2,3,2,"One, two, three, four
 
 Give me the keys, I'll bring the car back around
 We shouldn't be in this town
 And my so-called friends, they don't know
 I'd drive away before I let you go
 So give me a reason and don't say no, no
 
 There's a chain 'round your throat, piece of paper where I wrote
 ""I'll wait for you""
 There's a key on the chain, there's a picture in a frame
 Take it with you
 
 And run like you'd run from the law
 Darling, let's run
 Run from it all
 We can go where our eyes can take us
 Go where no one else is, run
 Ooh, we'll run
 Ooh, we'll run
 Ooh, we'll run
   
 So you laugh like a child
 And I'll sing like no one cares
 No one to be and no one to tell
 I could see this view a hundred times
 Pale blue sky reflected in your eyes
 So give me a reason and don't say no, no
 
 And the note from the locket, you keep it in your pocket
 Since I gave it to you
 There's a heart on your sleeve, I'll take it when I leave
 And hold it for you
 
 And run like you'd run from the law
 Darling, let's run
 Run from it all
 We can go like they're trying to chase us
 Go where no one else is, run
 Ooh, we'll run
 Ooh, we'll run
 Ooh, we'll run
 
 There's been this hole in my heart
 This thing was a shot in the dark
 Say you'll never let 'em tear us apart
 And I'll hold onto you while we run
 (And we run and we run and we run)
 Like you'd run from the law
 (And we run and we run and we run)
 Darling, let's run
 (And we run and we run and we run)
 Run from it all
 (And we run and we run and we run)
 We can go where our eyes can take us
 Go where no one else is, run
 Ooh, we'll run
 Ooh, we'll run
 Ooh, we'll run
 Ooh, and we'll run ",4IQkfUsrwXol38VV3U7t7T,https://open.spotify.com/track/4IQkfUsrwXol38VV3U7t7T,"A song about a desire for freedom, escape, and unity, with references to a relationship's past, symbolized by chains, notes, and a key, all while wanting to run from the law and societal norms."
the very first night,Red (Taylor's Version),3,-2,0,0,1,2,-1,0,0,-1,"I wish I could fly
 I'd pick you up and we'd go back in time
 I'd write this in the sky
 I miss you like it was the very first night
 
 And so it goes
 Every weekend, this same party
 I never go alone
 And I don't seem broken-hearted
 My friends all say they know
 Everything I'm going through
 I drive down different roads
 But they all lead back to you
 
 'Cause they don't know about the night in the hotel
 They weren't ridin' in the car when we both fell
 Didn't read the note on the Polaroid picture
 They don't know how much I miss you
 
 I wish I could fly
 I'd pick you up and we'd go back in time
 I'd write this in the sky
 I miss you like it was the very first night
   
 And so it was
 We never saw it comin'
 Not trying to fall in love
 But we did like children runnin'
 Back then, we didn't know
 We were built to fall apart
 We broke the status quo
 Then we broke each other's hearts
 
 But don't forget about the night out in L.A
 Dance in the kitchen, chase me down through the hallway
 No one knows about the words that we whispered
 No one knows how much I miss you
 
 I wish I could fly
 I'd pick you up and we'd go back in time
 I'd write this in the sky
 I miss you like it was the very first night
 
 Take me away, take me away
 Take me away to you, to you
 Take me away, take me away
 Take me away to you, to you
 I remember the night at the hotel
 I was ridin' in the car when we both fell
 I'm the one on the phone as you whisper
 ""Do you know how much I miss you?""
 
 I wish that we could go back in time
 And I'd say to you
 ""I miss you like it was the very first night""
 
 I wish I could fly
 I'd pick you up and we'd go back in time
 I'd write this in the sky
 I miss you like it was the very first night
 
 Take me away (Take me), take me away (Take me)
 Take me away (Take me) to you, to you
 Take me away (Take me), take me away (Take me)
 Take me away (Take me) to you, to you ",6pYNq0ZwpPVazKzsqpf0G8,https://open.spotify.com/track/6pYNq0ZwpPVazKzsqpf0G8,"Taylor Swift's The Last Time is a nostalgic and bittersweet song about a past relationship, longing for the past, and reminiscing about the memories, acknowledging the impermanence of the moments and the pain of separation."
all too well (10 minute version),Red (Taylor's Version),-9,-9,-1,-2,-3,-3,-3,-2,-2,-2,"I walked through the door with you, the air was cold
 But somethin' 'bout it felt like home somehow
 And I left my scarf there at your sister's house
 And you've still got it in your drawer, even now
 
 Oh, your sweet disposition and my wide-eyed gaze
 We're singin' in the car, getting lost upstate
 Autumn leaves fallin' down like pieces into place
 And I can picture it after all these days
 
 And I know it's long gone and
 That magic's not here no more
 And I might be okay, but I'm not fine at all
 Oh, oh, oh
 
 'Causе there we arе again on that little town street
 You almost ran the red 'cause you were lookin' over at me
 Wind in my hair, I was there
 I remember it all too well
 
 Photo album on the counter, your cheeks were turnin' red
 You used to be a little kid with glasses in a twin-sized bed
 And your mother's tellin' stories 'bout you on the tee-ball team
 You taught me 'bout your past, thinkin' your future was me
 And you were tossing me the car keys, ""Fuck the patriarchy""
 Keychain on the ground, we were always skippin' town
 And I was thinkin' on the drive down, ""Any time now
 He's gonna say it's love,"" you never called it what it was
 'Til we were dead and gone and buried
 Check the pulse and come back swearin' it's the same
 After three months in the grave
 And then you wondered where it went to as I reached for you
 But all I felt was shame and you held my lifeless frame
   
 And I know it's long gone and
 There was nothing else I could do
 And I forget about you long enough
 To forget why I needed to
 
 'Cause there we are again in the middle of the night
 We're dancin' 'round the kitchen in the refrigerator light
 Down the stairs, I was there
 I remember it all too well
 And there we are again when nobody had to know
 You kept me like a secret, but I kept you like an oath
 Sacred prayer and we'd swear
 To remember it all too well, yeah
 
 Well, maybe we got lost in translation, maybe I asked for too much
 But maybe this thing was a masterpiece 'til you tore it all up
 Runnin' scared, I was there
 I remember it all too well
 And you call me up again just to break me like a promise
 So casually cruel in the name of bein' honest
 I'm a crumpled-up piece of paper lyin' here
 'Cause I remember it all, all, all
 They say all's well that ends well, but I'm in a new hell
 Every time you double-cross my mind
 You said if we had been closer in age, maybe it would've been fine
 And that made me want to die
 The idea you had of me, who was she?
 A never-needy, ever-lovely jewel whose shine reflects on you
 Not weepin' in a party bathroom
 Some actress askin' me what happened, you
 That's what happened, you
 You who charmed my dad with self-effacing jokes
 Sippin' coffee like you're on a late-night show
 But then he watched me watch the front door all night, willin' you to come
 And he said, ""It's supposed to be fun turning twenty-one""
 
 Time won't fly, it's like I'm paralyzed by it
 I'd like to be my old self again, but I'm still tryin' to find it
 After plaid shirt days and nights when you made me your own
 Now you mail back my things and I walk home alone
 But you keep my old scarf from that very first week
 'Cause it reminds you of innocence and it smells like me
 You can't get rid of it
 'Cause you remember it all too well, yeah
 
 'Cause there we are again when I loved you so
 Back before you lost the one real thing you've ever known
 It was rare, I was there
 I remember it all too well
 Wind in my hair, you were there
 You remember it all
 Down the stairs, you were there
 You remember it all
 It was rare, I was there
 I remember it all too well
 And I was never good at tellin' jokes, but the punch line goes
 ""I'll get older, but your lovers stay my age""
 From when your Brooklyn broke my skin and bones
 I'm a soldier who's returning half her weight
 And did the twin flame bruise paint you blue?
 Just between us, did the love affair maim you too?
 'Cause in this city's barren cold
 I still remember the first fall of snow
 And how it glistened as it fell
 I remember it all too well
 
 Just between us, did the love affair maim you all too well?
 Just between us, do you remember it all too well?
 Just between us, I remember it (Just between us) all too well
 Wind in my hair, I was there, I was there (I was there)
 Down the stairs, I was there, I was there
 Sacred prayer, I was there, I was there
 It was rare, you remember it all too well
 Wind in my hair, I was there, I was there (Oh)
 Down the stairs, I was there, I was there (I was there)
 Sacred prayer, I was there, I was there
 It was rare, you remember it (All too well)
 Wind in my hair, I was there, I was there
 Down the stairs, I was there, I was there
 Sacred prayer, I was there, I was there
 It was rare, you remember it
 Wind in my hair, I was there, I was there
 Down the stairs, I was there, I was there
 Sacred prayer, I was there, I was there
 It was rare, you remember it ",5enxwA8aAbwZbf5qCHORXi,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,"A nostalgic tale of a past relationship, filled with deep affection, regret, and the lingering impact of shared memories."
lavender haze,Midnights,-1,3,-1,-1,1,0,2,0,1,0,"Meet me at midnight
 
 Staring at the ceiling with you
 Oh, you don't ever say too much
 And you don't really read into
 My melancholia
 
 I been under scrutiny (Yeah, oh, yeah)
 You handle it beautifully (Yeah, oh, yeah)
 All this shit is new to me (Yeah, oh, yeah)
 
 I feel
 The lavender haze creeping up on me
 Surreal
 I'm damned if I do give a damn what people say
 No deal
 The 1950s shit they want from me
 I just wanna stay in that lavender haze
 
 All they keep asking me (All they keep asking me)
 Is if I'm gonna be your bride
 The only kinda girl they see (Only kinda girl they see)
 Is a one-night or a wife
   
 I find it dizzying (Yeah, oh, yeah)
 They're bringing up my history (Yeah, oh, yeah)
 But you weren't even listening (Yeah, oh, yeah)
 
 I feel
 The lavender haze creepin' up on me
 Surreal
 I'm damned if I do give a damn what people say
 No deal
 The 1950s shit they want from me
 I just wanna stay in that lavender haze
 
 That lavender haze
 
 Talk your talk and go viral
 I just need this love spiral
 Get it off your chest
 Get it off my desk (Get it off my desk)
 Talk your talk and go viral
 I just need this love spiral
 Get it off your chest
 Get it off my desk
 I feel (I feel)
 The lavender haze creeping up on me
 Surreal
 I'm damned if I do give a damn what people say
 No deal (No deal)
 The 1950s shit they want from me
 I just wanna stay in that lavender haze
 
 Get it off your chest
 Get it off my desk
 That lavender haze
 I just wanna stay
 I just wanna stay in that lavender haze ",5jQI2r1RdgtuT8S3iG8zFC,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,"A declaration of individuality and love, as the singer rejects societal expectations and embraces a 'lavender haze' of non-conformity and romance."
maroon,Midnights,0,-4,0,-2,0,2,-1,-1,-2,0,"When the morning came
 We were cleaning incense off your vinyl shelf
 'Cause we lost track of time again
 Laughing with my feet in your lap
 Like you were my closest friend
 ""How'd we end up on the floor, anyway?"" you say
 ""Your roommate's cheap-ass screw-top rosé, that's how""
 I see you every day now
 
 And I chose you
 The one I was dancing with
 In New York, no shoes
 Looked up at the sky and it was
 The burgundy on my t-shirt
 When you splashed your wine into me
 And how the blood rushed into my cheeks
 So scarlet, it was
 The mark thеy saw on my collarbone
 The rust that grew bеtween telephones
 The lips I used to call home
 So scarlet, it was maroon
 
 When the silence came
 We were shaking, blind and hazy
 How the hell did we lose sight of us again?
 Sobbing with your head in your hands
 Ain't that the way shit always ends?
 You were standing hollow-eyed in the hallway
 Carnations you had thought were roses, that's us
 I feel you, no matter what
 The rubies that I gave up
   
 And I lost you
 The one I was dancing with
 In New York, no shoes
 Looked up at the sky and it was (Maroon)
 The burgundy on my t-shirt
 When you splashed your wine into me
 And how the blood rushed into my cheeks
 So scarlet, it was (Maroon)
 The mark they saw on my collarbone
 The rust that grew between telephones
 The lips I used to call home
 So scarlet, it was maroon
 
 And I wake with your memory over me
 That's a real fucking legacy, legacy (It was maroon)
 And I wake with your memory over me
 That's a real fucking legacy to leave
 
 The burgundy on my t-shirt
 When you splashed your wine into me
 And how the blood rushed into my cheeks
 So scarlet, it was maroon
 The mark they saw on my collarbone
 The rust that grew between telephones
 The lips I used to call home
 So scarlet, it was maroon
 It was maroon
 It was maroon ",3eX0NZfLtGzoLUxPNvRfqm,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm,"Taylor Swift's Maroon is a deeply emotional song about a past relationship, filled with longing and nostalgia, exploring themes of memory, loss, and the lingering impact of love."
anti hero,Midnights,-3,-2,-3,-3,1,2,0,0,0,-2,"I have this thing where I get older, but just never wiser
 Midnights become my afternoons
 When my depression works the graveyard shift, all of the people
 I've ghosted stand there in the room
 
 I should not be left to my own devices
 They come with prices and vices
 I end up in crisis
 (Tale as old as time)
 I wake up screaming from dreaming
 One day, I'll watch as you're leaving
 'Cause you got tired of my scheming
 (For the last time)
 
 It's me, hi
 I'm the problem, it's me
 At teatime, everybody agrees
 I'll stare directly at the sun, but never in the mirror
 It must be exhausting always rooting for the anti-hero
 
 Sometimes, I feel like everybody is a sexy baby
 And I'm a monster on the hill
 Too big to hang out, slowly lurching toward your favorite city
 Pierced through the heart, but never killed
   
 Did you hear my covert narcissism I disguise as altruism
 Like some kind of congressman?
 (A tale as old as time)
 I wake up screaming from dreaming
 One day, I'll watch as you're leaving
 And life will lose all its meaning
 (For the last time)
 
 It's me, hi
 I'm the problem, it's me (I'm the problem, it's me)
 At teatime, everybody agrees
 I'll stare directly at the sun, but never in the mirror
 It must be exhausting always rooting for the anti-hero
 
 I have this dream my daughter-in-law kills me for the money
 She thinks I left them in the will
 The family gathers 'round and reads it and then someone screams out
 ""She's laughing up at us from Hell""
 
 It's me, hi
 I'm the problem, it's me
 It's me, hi
 I'm the problem, it's me
 It's me, hi
 Everybody agrees, everybody agrees
 It's me, hi (Hi)
 I'm the problem, it's me (I'm the problem, it's me)
 At teatime (Teatime), everybody agrees (Everybody agrees)
 I'll stare directly at the sun, but never in the mirror
 It must be exhausting always rooting for the anti-hero ",0V3wPSX9ygBnCm8psDIegu,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,"This song reflects on the singer's self-perceived flaws and anxieties, from feeling unwise and haunted by past actions, to fears of being unlikable and unworthy, even imagining her own dramatic demise."
snow on the beach,Midnights,5,3,1,1,1,2,2,0,0,1,"One night, a few moons ago
 I saw flecks of what could've been lights
 But it might just have been you
 Passing by unbeknownst to me
 Life is emotionally abusive
 And time can't stop me quite like you did
 And my flight was awful, thanks for asking
 I'm unglued, thanks to you
 
 And it's like snow at the beach
 Weird, but fuckin' beautiful
 Flying in a dream
 Stars by the pocketful
 You wanting me
 Tonight feels impossible
 But it's comin' down
 No sound, it's all around
 
 Like snow on the beach
 Like snow on the beach
 Like snow on the beach
 Like snow, ah
   
 This scene feels like what I once saw on a screen
 I searched ""aurora borealis green""
 I've never seen someone lit from within
 Blurring out my periphery
 My smile is like I won a contest
 And to hide that would be so dishonest
 And it's fine to fake it 'til you make it
 'Til you do, 'til it's true
 
 Now it's like snow at the beach
 Weird, but fuckin' beautiful
 Flying in a dream
 Stars by the pocketful
 You wanting me
 Tonight feels impossible
 But it's comin' down
 No sound, it's all around
 
 Like snow on the beach
 Like snow on the beach
 Like snow on the beach
 Like snow, ah
 I (I) can't (Can't) speak, afraid to jinx it
 I (I) don't (Don't) even dare to wish it
 But your eyes are flying saucers from another planet
 Now I'm all for you like Janet
 Can this be a real thing? Can it?
 
 Are we falling like snow at the beach? (Snow at the beach)
 Weird, but fuckin' beautiful
 Flying in a dream (Flying in a dream)
 Stars by the pocketful
 You wanting me (You wanting me)
 Tonight feels impossible
 But it's comin' down
 No sound, it's all around
 
 Like snow on the beach (Snow on the beach)
 Like snow on the beach (Flying in a dream)
 Like snow on the beach (You wanting me)
 Like snow, ah
 But it's comin' down
 No sound, it's all around
 
 Like snow on the beach
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down)
 Like snow on the beach
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down)
 (It's comin' down, it's comin' down) ",1wtOxkiel43cVs0Yux5Q4h,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,"This song captures the magical, yet anxious feeling of a chance encounter and potential love, comparing it to the beauty of snow at the beach, while acknowledging the fear of jinxing it."
"you're on your own, kid",Midnights,5,-5,1,0,2,2,-1,-2,-1,-1,"Summer went away, still, the yearning stays
 I play it cool with the best of them
 I wait patiently, he's gonna notice me
 It's okay, we're the best of friends
 Anyway
 I hear it in your voice, you're smoking with your boys
 I touch my phone as if it's your face
 I didn't choose this town, I dream of getting out
 There's just one who could make me stay
 All my days
 
 From sprinkler splashes to fireplace ashes
 I waited ages to see you there
 I search the party of better bodies
 Just to learn that you never cared
 
 You're on your own, kid
 You always have been
 
 I see the great escape, so long, Daisy May
 I picked the petals, he loves me not
 Something different bloomed, writing in my room
 I play my songs in the parking lot
 I'll run away
   
 From sprinkler splashes to fireplace ashes
 I called a taxi to take me there
 I search the party of better bodies
 Just to learn that my dreams aren't rare
 
 You're on your own, kid
 You always have been
 
 
 From sprinkler splashes to fireplace ashes
 I gave my blood, sweat, and tears for this
 I hosted parties and starved my body
 Like I'd be saved by a perfect kiss
 The jokes weren't funny, I took the money
 My friends from home don't know what to say
 I looked around in a blood-soaked gown
 And I saw something they can't take away
 'Cause there were pages turned with the bridges burned
 Everything you lose is a step you take
 So, make the friendship bracelets, take the moment and taste it
 You've got no reason to be afraid
 You're on your own, kid
 Yeah, you can face this
 You're on your own, kid
 You always have been ",4D7BCuvgdJlYvlX5WlN54t,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,"This song reflects on longing and waiting for a specific someone, the feeling of being on one's own, and the bittersweet process of growing up and moving on."
midnight rain,Midnights,-2,-6,-3,-1,0,2,-1,-2,-2,-1,"Rain
 He wanted it comfortable, I wanted that pain
 He wanted a bride, I was making my own name
 Chasing that fame, he stayed the same
 All of me changed like midnight
 
 My town was a wasteland
 Full of cages, full of fences
 Pageant queens and big pretenders
 But for some, it was paradise
 My boy was a montage
 A slow-motion, love potion
 Jumping off things in the ocean
 I broke his heart 'cause he was nice
 He was sunshine, I was midnight rain
 
 He wanted it comfortable, I wanted that pain
 He wanted a bride, I was making my own name
 Chasing that fame, he stayed the same
 All of me changed like midnight
 
 It came like a postcard
 Picture perfect shiny family
 Holiday peppermint candy
 But for him, it's every day
 So I peered through a window
 A deep portal, time travel
 All the love we unravel
 And the life I gave away
 'Cause he was sunshine, I was midnight rain
   
 He wanted it comfortable, I wanted that pain
 He wanted a bride, I was making my own name
 Chasing that fame, he stayed the same
 All of me changed like midnight rain
 He wanted it comfortable, I wanted that pain
 He wanted a bride, I was making my own name
 Chasing that fame, he stayed the same
 All of me changed like midnight
 
 I guess sometimes we all get
 Just what we wanted, just what we wanted
 And he never thinks of me
 Except for when I'm on TV
 I guess sometimes we all get
 Some kind of haunted, some kind of haunted
 And I never think of him
 Except on midnights like this
 (Midnights like this, midnights like this) ",3rWDp9tBPQR9z6U5YyRSK4,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,"This song contrasts two individuals, one seeking comfort and familiarity, the other embracing change and fame, illustrating how they drift apart, with only fleeting thoughts of each other."
